Country,ISO Country code,Continent,Ease of doing business score (0 = lowest performance to 100 = best performance),Economic Growth,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP (current US$),GDP growth(annual %),GDP per capita (current US$),GINI index,GNI (current US$),GNI per capita (current LCU),"Government expenditure on education, total (% of government expenditure)","Inflation, GDP deflator (annual %)",Merchandise trade (% of GDP),"Net trade in goods (BoP, current US$)",Rural population (% of total population),Start-up procedures to register a business (number),Tax payments (number),Tax revenue (% of GDP),Trade (% of GDP),"Unemployment, total (% of total labor force) (modeled ILO estimate)",CO2 emissions (metric tons per capita),Electric power consumption (kWh per capita),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",Population density (people per sq. km of land area),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Renewable internal freshwater resources per capita (cubic meters),"Renewable internal freshwater resources, total (billion cubic meters)",share of electricity from renewables generation,Surface Area (Km2),Total greenhouse gas emissions (% change from 1990),Adults (ages 15-49) newly infected with HIV,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)","Death rate, crude (per 1,000 people)",health expenditure % of GDP,health expenditure per person,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Incidence of HIV, all (per 1,000 uninfected population)","Incidence of tuberculosis (per 100,000 people)",Infant Mortality,"Life expectancy at birth, total (years)","Maternal Mortality Per 100,000 Live Births","Mortality caused by road traffic injury (per 100,000 population)","Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, infant (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)",Population,"Prevalence of HIV, total (% of population ages 15-49)",Prevalence of severe food insecurity in the population (%),Prevalence of undernourishment (% of population),"Tuberculosis case detection rate (%, all forms)",Tuberculosis treatment success rate (% of new cases),Young people (ages 15-24) newly infected with HIV,% of primary school aged kids out of school,% of seats held by women in national parliaments,Access to electricity (% of population),Education as % of GDP,Happy Planet Index,Human capital index (HCI) (scale 0-1),Human Development Index,"School enrollment, secondary (% gross)",Sustainable Economic Development Assessment (SEDA),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Women Business and the Law Index Score (scale 1-100),Civil Liberties Score,Control Of Corruption,Domestic general government health expenditure (% of GDP),Financial Freedom Score,Government Effectiveness,Government Expenditure (% of GDP),Government Integrity Score,Judicial Effectiveness Score,Military expenditure (% of GDP),Military expenditure (% of general government expenditure),Military Spending as % of GDP,Overall Economic Freedom Score,Political Rights Score,Political Stability & Absence Of Violence,Regulatory Quality,Rule Of Law,UHC service coverage index,tsneEco_X,tsneEco_Y,EconomicsIndex,EconomicsClass,tsneEnv_X,tsneEnv_Y,EnvironmentIndex,EnvironmentClass,tsneHel_X,tsneHel_Y,HealthIndex,HealthClass,tsneHum_X,tsneHum_Y,HumanIndex,HumanClass,tsnePol_X,tsnePol_Y,PoliticsIndex,PoliticsClass,tsneSus_X,tsneSus_Y,SustainabilityIndex,SustainabilityClass
Slovenia,SVN,Europe,76.51751,8.11,"55.3730011",61748586535,8.11,29291.40062,24.4,60877394215,24416.29559,"11.33137989","2.60708736",186.0965675,"2664952833",44.573,3,10,18.52078685,146.2353421,"4.422999859",6.512209378,6727.999302,"16.02397998","99.49102528",102.9335449,29.39191469,20.86,8939.922476,"18.67",0.362,20480,5.489665337,100,"2.654956395","7.356944222","89.98809968","11.4",4.94,2219.1,"0.01","0.01","4.3",2.1,"80.53170732","7","5.1","22.6","0.1",,,"1.8","2.2",2108079,"0.1",0.6,2.5,"87",74,100,0.11,27,100,,47.9,0.774986982,0.918,"111.9733734",72.6,"11.9",96.875,52,0.72,6.16875267,50,1.2,47.9,66.7,91.6,1.218075787,2.454157445,0.0122,70.5,38,0.76,0.8,1.03,80,3.2792273,-2.6204488,0.155389396,High,0.10559903,-2.6311715,0.086359191,High,-5.939956,-4.997258,0.549864201,High,0.5044948,6.6078134,0.632414314,High,7.143409,-1.1762543,0.528240097,High,-4.952786,-3.2989101,0.39045344,High
Solomon Islands,SLB,Oceania,55.26279,-0.18,"84.36599731",1631486532,-0.18,2304.844567,,1649438762,18711.7885,"30.06265068","4.046735385",57.18711014,"-25312485.15",74.872,7,34,25.52760652,60.22033764,"1.029000044",0.533338885,,"11.87912184","99.91756319",24.49311419,2.262630437,48.39,66222.90898,"44.7",0.053,28900,-22.22473157,,"23.39944205","9.768860121","66.83169878","5.082",12.75,111.9,,,"65",80.1,"70.199","104","16.5","137","6.2","145.104","185.69","16.6","19.4",707851,,,18.1,"80",92,,6.65,8,73.34648132,12.75,,0.419872612,0.564,,,"1.83",56.875,49,-0.14,3.56772232,30,-0.9,46.3,42.3,59.5,,,,56.5,30,0.49,-0.9,-0.352,50,-5.377394,3.1279542,0.075978064,Low,-4.115931,-3.1855776,0.070925105,Low,0.37213564,-3.4190664,0.203387745,Low,-0.45295137,-3.6761193,0.438305599,Low,1.7574731,-1.51739,0.377472133,High,0.55922216,-4.320767,0.233213729,Low
Somalia,SOM,Africa,20.03958,3.33,"27.08099937",7628000011,3.33,446.9815596,,7585987106,11574852.98,"4.262450218","7.660474052",,,53.269,9,,0.000127827,101.641726,"19.86499977",0.043175461,,"32.03458423","100",26.76282188,0,95.03,375.4387941,"6",0.05,637660,22.07334447,,"61.01646017","9.104512742","29.87902607","11.39",,,,,"250",4.9,"55.967","829","27.4","212.8","86.6","276.984","356.462","72.7","114.6",17065581,"0.1",41.6,53.1,"41",90,,,24,49.73086929,,,,,,,"0.009",46.875,6,-1.78,,,-2.1,,,,,,,,1,-2.68,-1.8,-2.273,27,-6.133758,-2.5486944,0.005504986,Low,-5.559204,-2.4956458,0.004326431,Low,1.6474736,6.02884,0.037925101,Low,-4.4749866,-5.4111695,0.001723475,Low,-5.572892,0.8222593,0.003946842,Low,7.1380177,-1.2595907,0.010685367,Low
South Africa,ZAF,Africa,67.01897,4.91,"35.12799835",4.19E+11,4.91,7055.044776,62.5,4.11E+11,102267.5305,"19.59622955","6.219017124",56.69510389,"17753418546",32.153,7,7,24.96276309,50.80098153,"33.55899811",7.568640115,4183.82749,"25.10220499","100",48.71851545,2.255041826,10.5,771.2561775,"44.8",0.07,1219090,,180000,"35.68035783","12.98958582","51.3300566","9.425",6.19,546.7,"6.9","4.19","513",41.7,"65.252","119","22.2","86.7","13.7","256.616","353.927","25.8","32.2",59392255,"18.3",8,6.9,"57",78,67000,10.79,47,84.38553619,6.19,36.2,0.425453395,0.713,"102.10186",38.5,"9.52",88.125,46,0.02,5.35265827,50,0,32.6,48.4,61.3,0.897252946,2.338764714,,56.2,33,-0.71,-0.1,0.131,67,-1.7908528,-4.3201957,0.049596958,Low,-2.1592295,-5.896863,0.021349754,Low,3.405976,2.8169658,0.057774246,Low,-4.288027,1.4479319,0.48898526,High,3.3849373,-0.62392473,0.397098071,High,2.1325932,-4.637947,0.202960858,Low
South Sudan,SSD,Africa,34.62285,,"61.97800064",,,,46,,,"9.350398064",,,"272780000",79.486,12,37,,,"13.91499996",0.162715773,41.02277263,"45.57750557","100",16.6154807,0.606060606,26.65,2488.594103,"26",0.007,646883,,13000,"61.30458252","10.75490113","27.9405169","10.759",,22.6,"2.05","1.27","227",50.3,"55.48","1150","36.7","165.1","63.3","307.034","370.95","63.3","97.9",10748272,"2.1",62.3,,"72",82,4700,,32,7.241338253,,,0.306520849,0.385,,,,67.5,4,-1.82,0.98501509,,-2.4,,,,2.368215025,4.743489453,0.0237,,-3,-2.3,-2,-2.045,32,-6.874289,-0.35824054,0.054296499,Low,-4.2784343,-5.1410484,0.017486415,Low,1.8578825,5.894392,0.051127596,Low,-4.160295,-6.699027,0.001691068,Low,-5.636136,1.1621122,0.000857877,Low,7.1422925,-1.2039804,0.025091891,Low
Spain,ESP,Europe,77.93588,5.13,"48.95299911",1.43E+12,5.13,30103.51373,35.9,1.43E+12,25585.90764,"10.05422974","2.300974289",56.1286145,"-9750416028",18.944,7,9,14.22575235,60.14316778,"14.7329998",5.09135092,5355.987006,"9.697927863","41.11554943",93.71259208,34.94989057,17.27,2359.189234,"111.2",0.46,505969.891,18.72013984,3500,"5.610444665","3.622101625","90.76745363","10.4",,2711.2,"0.17","0.08","8.2",1.7,"82.33414634","4","3.9","9.9","0.2",,,"2.7","3.2",47415750,"0.3",2,2.5,"87",53,500,2.8,43,100,,52.3,0.728255033,0.905,"124.8336487",71.8,"12.72",100,53,0.74,6.44906759,70,0.9,43.7,67.2,74.3,1.370781522,2.704390372,0.0137,68.2,37,0.58,0.8,0.876,86,1.1886854,0.6284594,0.189390512,High,3.154751,-2.2621737,0.182075694,High,-5.852564,-5.481328,0.639625715,High,-0.031676594,7.43573,0.628563453,High,7.0938163,-1.12646,0.537459175,High,-5.7105303,-2.9319663,0.43542291,High
Sri Lanka,LKA,Asia,61.80614,3.66,"45.97600174",88927263725,3.66,4013.687657,39.2,86882788616,779890.278,"9.899999619","8.057160083",37.2619134,"-6007948709",81.14,7,36,11.15376065,36.63508659,"5.394999981",1.090675627,531.0905766,"11.09961724","45.53841726",337.6924249,48.47519345,49.91,2421.685089,"52.8",0.332,65610,65.68814403,200,"9.470242124","8.011052825","82.51870485","7.056",1.93,160.7,"0.01","0.01","63",33.9,"76.393","36","19.7","79.8","1.2","65.98","152.109","5.9","6.9",22156000,"0.1",1.1,3.4,"48",83,100,,5,100,1.93,46.8,0.598324299,0.782,,49.3,"4.1",65.625,32,-0.33,1.92656553,40,-0.1,18.9,40.1,57.7,1.875538786,9.469749697,0.0188,53.3,23,-0.32,-0.4,0.038,67,-5.4491277,-0.5843341,0.132276085,Low,3.201594,-1.760519,0.164685226,High,-3.9185793,-2.1074169,0.508928776,High,-0.15814254,0.13329534,0.407298093,Low,1.4096861,0.85879815,0.385521157,High,-1.3374677,-0.8518451,0.319741867,High
Sudan,SDN,Africa,44.82932,0.11,"38.52299881",34326058557,0.11,751.8213501,,32981636506,281726.375,,"235.5154426",39.37824664,"-5051335393",64.407,10,42,,0.756875545,"19.80500031",0.476960503,263.5174293,"55.37083444","100",24.31160916,64.53590864,62.23,92.52385722,"4",0.552,1878000,430.9150646,2400,"35.54565104","10.50910328","53.94524621","6.67",,46.9,"0.11","0.07","58",28.9,"65.614","295","26.8","184.9","17.3","168.518","244.205","39.9","56.6",45657202,"0.1",17.4,12.8,"69",86,1000,,,55.38970184,,39.6,0.377445191,0.508,,26.5,"0.51",29.375,10,-1.29,1.03762662,20,-1.6,12.5,14.6,13.2,1.016447116,7.372187116,0.0102,32,0,-1.94,-1.5,-1.21,44,-6.486203,-2.2721367,0.033629569,Low,3.8328779,2.799955,0.028744582,Low,0.21358149,2.943391,0.426224463,Low,-3.9203613,-4.2493453,0.233778807,Low,-4.964847,0.9314358,0.139602042,Low,4.045553,-0.65648246,0.172395893,Low
Suriname,SUR,South America,47.46427,-3.48,"48.73500061",2984706244,-3.48,4869.134226,,2591610812,83288.71506,"15.27698994","56.11973655",96.9609658,"1061305622",33.781,8,30,,,"10.06499958",4.414452242,3493.176895,"24.78001054","100",3.741820291,60.05314438,14.4,164917.2665,"99",0.582,163820,-74.68182458,500,"11.81466259","9.575600069","78.60973639","7.036",5.01,619.2,"1.21","0.71","29",4.7,"72.561","120","15.3","56.7","2","132.016","220.551","15.7","17.6",612985,"1.3",7.2,8.2,"50",75,100,11.77,29,98.20477295,5.01,,,0.73,"79.2973938",52.7,"5.33",73.75,45,-0.4,7.01218414,30,-0.6,28.1,37.6,45.8,,,,48.1,34,0.37,-0.7,-0.103,67,-2.8550313,-0.8645703,0.094057739,Low,0.7473541,0.07940549,0.034155118,Low,-2.6083956,-1.5305787,0.487475701,High,-1.5329218,0.6609597,0.535368606,High,2.596995,-1.2407402,0.416963582,High,-0.65985,-0.59672284,0.313604149,High
Sweden,SWE,Europe,81.99155,4.8,"59.20600128",6.36E+11,4.8,61028.73806,24.9,6.54E+11,538407.811,"15.89513969","2.97615309",59.25034575,"21663159504",11.762,4,6,27.9091466,83.21100287,"8.661000252",3.405037919,13480.14822,"6.18466509","3.636487382",19.69480985,63.26274771,52.88,16636.0424,"171",0.701,528860.704,-14.77617943,,"5.915461772","5.037458739","89.04707592","9.5",7.64,5671.4,,,"3.8",37.4,"82.40731707","4","3.1","7.2","0.2","36.66","60.859","2.1","2.6",10415811,,1.3,2.5,"87",72,,0.12,47,100,,50.5,0.795357108,0.947,"145.6218414",81.9,"8.93",100,60,2.13,9.22483444,80,1.7,50.6,95.7,97.1,1.276849815,2.429006449,0.0128,77.9,40,1.03,1.8,1.734,87,4.257162,-0.15913048,0.230059246,High,4.340234,-1.7359309,0.266088667,High,-7.298491,-6.2773304,0.618226934,High,0.5204566,8.28223,0.773210659,High,9.053535,-1.4984616,0.630762672,High,-7.0269423,-2.912684,0.503669636,High
Switzerland,CHE,Europe,76.61864,3.69,"63.5719986",8.01E+11,3.69,91991.60046,29.5,7.97E+11,83732.7116,"15.557271","1.059862906",87.96248792,"63481903150",26.004,6,19,9.691023945,122.1656559,"5.321000099",4.359041462,7520.166025,"10.3031001","49.30013623",210.7852457,62.19798175,24.76,4711.216427,"40.4",0.674,41290.39,-4.053110896,200,"4.74880947","5.698268638","89.55292437","8.8",4.86,9666.3,"0.05",,"4.7",,"83.1","5","2.2","10.1","0.1","32.498","56.763","3.5","4",8703405,"0.2",0,2.5,"87",74,100,0.08,43,100,,60.1,0.756115139,0.962,"102.5564728",83.8,"11.53",88.125,57,1.99,3.62563658,90,2,34,92.3,98,0.7116428,2.020634364,0.0071,84.2,39,1.13,1.7,1.808,87,4.680379,1.0044391,0.239223059,High,3.0031846,-1.1690809,0.154443085,High,-6.9609523,-7.014781,0.624108357,High,-0.6716951,7.75142,0.646645082,High,8.787295,-0.36778933,0.535659727,High,-6.827917,-3.4941766,0.440015862,High
Syria,SYR,Asia,41.96812,,"38.4620018",,,,,,796721.2089,,,,,43.876,8,20,,48.39044897,"10.57299995",1.279215743,908.4689735,"43.75725947","100",115.1548061,2.309714222,1.02,354.8567485,"7.132",0.075,185180,58.67365673,,"10.65661293","14.13072492","75.21266242","4.99",,,,,"18",,"72.14","31","14.9","75.2","3.7","92.475","183.774","18.4","22.4",21324367,"0.1",,,"86",91,,,11,89.14031982,,,,0.577,,,"0.24",40,4,-1.78,,,-1.7,,,,,,,,-3,-2.66,-1.6,-2.07,56,-4.493252,-1.732079,0.047095694,Low,-3.454824,-6.1887016,0.01152758,Low,-1.1998026,-2.3387978,0.220675637,Low,-2.8421085,-2.621637,0.369865836,Low,-5.346046,1.6321607,0.013107953,Low,1.8926843,-1.4782463,0.13245454,Low
Taiwan,TWN,Asia,,,,1.04E+12,,43406.23,33.6,,,,,,,,,,,,,,,,,743.9553627,,,,,0.066,32260,,,,,,,,,,,,,"81",,,,,,,,,24000000,,,,,,,,24,,,43.2,,0.907,,,,,56,1.21,,60,1.470059156,17.8,73.8,94.2,,,0.0174,80.1,38,0.78,1.47355628,1.296,,2.9380338,0.45493263,0.281790028,High,-2.4724565,-3.6455462,0.016815927,Low,-3.9489312,-5.3202515,0.61099659,High,0.99313736,4.803084,0.587564665,High,7.5683646,-0.43885112,0.546708481,High,-4.863773,-4.048372,0.408775138,High
Tajikistan,TJK,Asia,61.26761,9.2,"37.19800186",8746270636,9.2,897.0475103,32.6,10567367295,12256.87339,"18.65759087","7.883802015",72.71670709,"-1444880657",72.274,4,7,,55.74910402,"7.754000187",1.008889049,1486.245831,"46.15218537","100",68.96353091,98.4733714,38.56,6796.613432,"63.46",0.931,141380,-29.09113552,1000,"19.49272772","7.319257344","73.18801518","6.121",5.71,61.9,"0.17","0.1","88",36.1,"67.994","17","15.7","129.3","2.7","146.13","215.616","28.4","32.3",9750064,"0.2",,,"48",91,200,,37,99.77929688,5.71,55.2,0.504116356,0.685,,41.3,"3.28",78.75,8,-1.34,1.94083118,30,-0.6,30.9,17.8,9.1,1.009212832,3.470242136,0.0101,49.7,0,-0.61,-1.1,-1.185,66,-1.0892401,-1.8742151,0.079967926,Low,1.281182,3.4576564,0.036116369,Low,-2.191807,-0.06503012,0.468939482,High,-2.797011,0.82923865,0.577686322,High,-3.3941061,2.0653584,0.195020496,Low,1.2016687,0.55202395,0.271546119,Low
Tanzania,TZA,Africa,54.46329,4.28,"81.0719986",67841049193,4.28,1099.287598,37.6,67628157576,2517977.25,"14.29210854","4.406504371",24.19626494,"-1517243442",64.046,10,59,11.69508309,29.60425,"2.648999929",0.207941599,101.9393027,"29.07664051","100",67.1258672,34.15409055,85.22,1402.979484,"84",0.335,947300,147.8495787,41000,"54.33698863","11.28187402","34.38113776","6.179",3.3,40.3,"1.55","0.96","208",31.9,"66.408","524","31.1","139","38.4","188.043","247.468","34.7","48.9",63588334,"4.5",25.8,22.6,"65",96,15000,16.08,,39.90000153,3.3,37,0.389834702,0.549,"31.41913986",36,"11.27",81.25,22,-0.36,1.56490099,50,-0.6,18.5,36.9,27,1.067427351,6.196563344,0.0107,59.5,12,-0.44,-0.6,-0.523,46,-6.5111475,1.3001622,0.145196361,High,4.537957,1.7480875,0.039836779,Low,1.4093958,3.723974,0.379484794,Low,-1.9888916,-6.8068433,0.052608913,Low,-1.7678506,0.45553428,0.289502529,Low,5.411227,-0.35647693,0.181325875,Low
Thailand,THA,Asia,80.09233,1.57,"65.75700378",5.06E+11,1.57,7066.190546,44.5,4.89E+11,218184.9489,"17.01423264","1.902052266",106.5107532,"40855578701",47.837,5,21,14.91490941,97.82492568,"1.417999983",3.745594941,2483.557147,"26.25672656","100",139.5406591,8.538478848,23.96,3148.465056,"224.51",0.167,513120,111.6724265,6400,"13.90396992","9.514064698","76.58196686","7.264",2.97,296.2,"0.19","0.09","143",28.4,"79.274","37","32.2","61.5","3.5","70.699","174.223","7.4","8.7",71601103,"1",10.5,8.8,"70",83,3200,,16,100,2.97,52.9,0.609310985,0.8,"104.1528778",52.4,"8.3",78.125,24,-0.46,2.7152462,60,0.3,22,38.5,36.2,1.318442745,4.842316587,0.0132,63.2,5,-0.55,0.1,0.115,83,1.2851887,-2.4975097,0.202657137,High,-2.3593578,-4.469207,0.032401938,Low,-2.8556151,-2.4282641,0.544189651,High,-0.8917195,2.7914839,0.523197224,High,-0.6660331,2.3793137,0.350164786,Low,-1.0614713,-1.7926891,0.330522147,High
Timor-Leste,TLS,Asia,39.36487,4.4,"63.26800156",3621222382,4.4,2741.393931,31.9,1888203479,1429.437083,"6.869692326","59.34252377",41.11871194,"-509939819",68.305,6,18,25.12267824,84.88499715,"5.073999882",0.484209313,,"19.25720917","100",88.83268325,0,11.67,6415.773353,"8.215",0,14870,111.7684001,200,"40.05523742","6.860819271","53.0839424","6.831",,92.7,"0.17","0.1","486",19.2,"68.475","142","11.9","139.8","9.9","146.158","191.889","36.5","42.3",1320942,"0.2",,26.2,"50",91,100,4.9,38,96.1233139,,,0.45431453,0.607,"86.77775574",,"2.17",86.25,39,-0.05,4.00228405,20,-0.8,48,38.2,35.3,1.141580714,2.300410557,0.0114,46.3,33,0.17,-0.8,-0.998,53,-3.7660098,-0.5323779,0.061347865,Low,-2.7841847,-5.233717,0.001233941,Low,-1.0079285,2.245208,0.410684694,Low,-3.148677,0.35121098,0.53533029,High,1.0999023,-1.3802856,0.333492821,Low,2.4913423,-2.8754165,0.268417922,Low
Togo,TGO,Africa,62.28934,5.26,"55.11100006",8413200568,5.26,973.2061291,46,8435586628,541108.6509,"19.23478317","1.659734477",47.33038239,"-743893212.1",56.642,4,49,12.70954333,54.84127339,"4.004000187",0.287513388,151.4739278,"35.73133561","100",152.2244937,75.30864198,76.21,1395.107226,"11.5",0.171,56790,71.0023706,2000,"48.56244122","10.31708446","41.12047384","8.417",3.99,51.2,"0.5","0.38","33",7.4,"61.035","396","28.7","249.6","41.6","255.948","282.978","44.4","64.4",8644829,"1.9",18.8,18.8,"84",86,1000,1.22,19,53.99743271,3.99,37.3,0.431868047,0.539,,34.9,"2.46",81.875,27,-0.67,0.86332363,30,-0.6,29.8,28.8,35.1,1.783730405,5.850551729,0.0178,57.2,15,-0.8,-0.6,-0.559,44,-4.4511623,0.7979319,0.110176389,Low,4.7887745,2.4896433,0.025535654,Low,0.60113037,3.958754,0.367565734,Low,-2.5676715,-5.1469865,0.366726163,Low,-2.1301768,0.010628128,0.299017367,Low,5.299493,-0.81088406,0.233804261,Low
Trinidad and Tobago,TTO,North America,61.29128,-0.99,"54.34999847",24460196271,-0.99,16032.50277,,24369551810,107954.6061,"10.62077999","17.48308667",58.79756581,"984083212.3",46.735,7,39,19.51880993,,"4.804999828",11.3095457,6661.101388,"24.10856843","100",297.4001949,0,0.43,2526.390584,"3.84",0.001,5130,,,"6.977217707","10.36338191","82.65939987","7.9",4.1,1167.9,,,"13",14.3,"74.406","67","9.3","38.6","0.1","108.557","191.959","14.8","16.6",1525663,"1",10.2,7.5,"87",70,,,26,100,4.1,31.6,0.60348773,0.81,,58.7,"6.72",75,49,-0.28,3.227736,50,0.2,39,44.2,59.3,0.88801608,2.708928781,0.0089,58.8,33,0.15,-0.1,-0.136,73,-2.8876195,-0.4965889,0.141448365,Low,-1.943945,-6.91718,0.001486451,Low,-2.7962756,-3.2033205,0.505118984,High,0.79490113,2.2699437,0.508295225,High,3.4106991,-0.59248847,0.401145689,High,-2.1764374,-3.2456853,0.311498943,High
Tunisia,TUN,Africa,68.65706,3.34,"38.17900085",46686741814,3.34,3807.13915,40,45147400286,10288.26271,,"4.536052976",83.91461575,"-3535466972",30.112,7,8,,84.24077223,"16.8239994",2.48229898,1408.091103,"37.65599375","100",74.9523012,2.835942265,12.2,348.1526002,"4.195",0.039,163610,87.19518244,500,"7.144559056","6.910740462","85.94469887","6.752",,233.1,"0.06","0.04","36",8.1,"75.292","43","16.5","56.1","1","61.947","132.71","14.3","16.6",12262946,"0.1",12.6,3.1,"59",88,100,,26,100,,43.9,0.51680994,0.731,,49.3,"2.12",64.375,38,-0.23,3.97622514,30,-0.2,28.6,47.3,49.5,2.828977486,7.859264336,0.0283,54.2,26,-0.7,-0.4,0.096,70,-0.15762587,0.033566643,0.113692084,Low,-3.2667716,-5.673969,0.013181781,Low,-3.9016666,-2.6361723,0.531656062,High,-1.2864426,-0.5214515,0.542281041,High,2.0725691,1.0666965,0.437866783,High,-0.8146748,-2.3627877,0.32773555,High
Turkiye,TUR,Asia,76.79104,10.99,"43.46699905",8.19E+11,10.99,9661.235975,40.2,8.07E+11,84249.9958,"12.47004032","28.95058611",60.63768814,"-37863000000",23.431,7,10,17.27719714,60.95593104,"13.38599968",4.753617528,2815.044993,"44.31152568","100",107.9460164,31.95662056,14.12,2719.159331,"227",0.438,785350,98.53959513,,"5.165318472","4.668072254","90.16660801","6.378",,396.5,,,"18",18.7,"75.85","17","6.7","46.6","0.3","58.285","130.644","8.1","9.5",84775404,,,2.5,"60",81,,4.78,17,100,,41.3,0.649261832,0.838,"104.4061432",53.3,"2.05",82.5,16,-0.39,3.38485885,60,-0.1,32.6,39.4,25.6,2.063896462,6.271186285,0.0206,56.9,16,-1.1,-0.1,-0.416,79,0.43957135,0.38229024,0.186190929,High,0.6497249,-2.9626708,0.037191036,Low,-4.6725087,-2.894214,0.581933416,High,0.45200673,1.0892507,0.5671802,High,-0.6333479,1.9791108,0.375798249,High,-1.2282541,-1.6968683,0.349658766,High
Turkmenistan,TKM,Asia,,6.3,"43.46699905",,,,40.8,,,"23.01025009",,,,47.002,,,,,"5.080999851",11.83258088,2585.662543,"21.76772098","100",12.99294202,0,0.06,228.1429328,"1.405",0,488100,13.33574438,,"21.95306144","5.742551528","72.30438732","6.836",3.12,500,,,"47",13.9,"68.687","7","13.5","79.3","4","120.764","233.615","36.1","41.8",6341855,,,3.5,"63",83,,,25,100,3.12,33,,0.745,"93.27380371",,"4.93",,2,-1.42,1.18182302,10,-0.9,16.1,7.4,8.3,,,,46.2,0,-0.32,-2,-1.442,73,-3.416111,0.5981211,0.250018855,High,-1.8878585,-6.9020524,0.000628452,Low,-2.702328,-0.24517205,0.497678576,High,-0.31229353,-0.46386534,0.457415876,Low,-4.222032,2.4594595,0.054295242,Low,0.87933797,-1.6064266,0.2520074,Low
Uganda,UGA,Africa,59.9818,3.38,"65.63700104",40529789026,3.38,883.8920323,39.5,35086225848,2800002.039,"11.47000027","2.545119296",32.01842475,"-2636826390",74.447,13,31,11.68286865,37.00069239,"2.936000109",0.136440644,,"50.49432132","100",189.8314138,92.95052698,90.22,908.0520467,"39",0.989,241550,118.7640731,45000,"51.66055771","12.75851858","35.58092265","5.852",2.67,32.4,"2.4","1.3","199",6.9,"62.851",,"29.4","155.7","31.6","244.897","337.48","31.9","43.3",45853778,"5.2",23.2,,"82",85,20000,,34,42.07441711,2.67,44.8,0.384176582,0.525,,30.9,"15.09",73.125,23,-1,0.57824951,40,-0.6,17.4,24,29.2,2.42385397,11.8670044,0.0242,54.2,11,-0.86,-0.5,-0.352,50,-6.4771204,1.0926176,0.13053601,Low,2.8979905,4.289487,0.03673944,Low,1.6845886,3.5510004,0.372893609,Low,-1.619656,-7.1065326,0.06009504,Low,-2.5935416,0.4562579,0.286857764,Low,5.2429547,0.5856783,0.177424372,Low
Ukraine,UKR,Europe,70.2106,3.4,"50.22299957",2.00E+11,3.4,4835.571777,25.5,1.95E+11,128612.3281,"13.15972996","25.05968046",70.27094591,"-6778000000",30.243,6,5,20.14255251,79.15645238,"8.87899971",3.936583531,3418.569317,"20.30977582","100",72.55878552,4.381646803,7.44,1241.37674,"55.1",0.065,603550,-57.5183766,6100,"3.133815956","5.01101816","91.85516493","15.9",5.44,248.1,"0.3","0.15","71",9.1,"71.18512195","19","10.2","70.7","0.3",,,"6.9","8.1",43792855,"0.9",3.2,2.8,"59",77,1000,,21,100,5.44,40.9,0.631387115,0.773,,52.5,"8.32",85,35,-0.77,3.17949653,30,-0.4,42.8,33.8,31.4,3.228346937,7.827446804,0.0323,54.1,26,-1.1,-0.3,-0.66,73,1.4532361,-0.7912789,0.153338263,High,-2.1026442,-5.416769,0.017904928,Low,-6.649211,-2.4629881,0.520242757,High,-0.113023356,3.2555346,0.555228771,High,1.6615766,1.4265779,0.404623523,High,-2.0537317,-2.069364,0.330267648,High
United Arab Emirates,ARE,Asia,80.75261,-6.13,"73.86100006",4.15E+11,-6.13,44315.55418,,,,"12.67881966","14.2808297",186.1804343,,12.701,2,5,0.058638863,166.5718993,"3.35800004",20.50228321,11562.98852,"40.91750982","100",94.93506704,0.232401112,0.67,16.2837153,"0.15",0.027,98647.9,182.6106793,,"7.091691271","15.80868787","77.09962323","1.766",3.88,1842.7,,,"0.82",7.6,"78.946","3","8.9","54.7","0.1","48.073","70.319","5.6","6.6",9365145,,0.8,5.6,"87",77,,0.24,50,100,3.88,34.3,0.673011899,0.911,"103.3711014",70.4,"3.9",82.5,12,1.18,2.2357583,60,1.4,31.2,71.8,35.4,,,,70.2,5,0.65,1,0.83,78,2.8340771,2.7236388,0.173902546,High,-2.631353,-8.144165,0.004318135,Low,-2.7187889,-4.5088215,0.571998188,High,2.07382,3.4244094,0.627909735,High,0.78960526,2.9381583,0.440742474,High,-2.9870722,-4.894001,0.363774216,High
